Federal organization,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (kt)
"Immigration, Refugees and Citizenship Canada",2020-21,fleet,1,gasoline,346.0904414,0.022908715
Indigenous Services Canada,2020-21,facilities,2,electricity,8906.396362,0.003216199
Indigenous Services Canada,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",254.6137962,0.018205572
Indigenous Services Canada,2020-21,fleet,1,fuels with renewable content,128.6752176,0.001808877
Indigenous Services Canada,2020-21,fleet,1,fuels with renewable content,7.275807142,0.000498242
Indigenous Services Canada,2020-21,fleet,1,gasoline,19002.87073,1.257854378
Indigenous Services Canada,2020-21,fleet,1,liquified petroleum gas,1.564157799,9.52E-05
"Innovation, Science and Economic Development Canada",2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",60.34547812,0.004236811
"Innovation, Science and Economic Development Canada",2020-21,facilities,1,liquified petroleum gas,251.1485271,0.015323854
"Innovation, Science and Economic Development Canada",2020-21,facilities,1,natural gas,10182.5911,0.505220317
"Innovation, Science and Economic Development Canada",2020-21,facilities,2,electricity,9121.215066,0.075878949
"Innovation, Science and Economic Development Canada",2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",464.4387298,0.033208637
"Innovation, Science and Economic Development Canada",2020-21,fleet,1,fuels with renewable content,5.909037113,0.000349514
"Innovation, Science and Economic Development Canada",2020-21,fleet,1,gasoline,2932.397878,0.194103756
Library and Archives Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",23.67944497,0.001662517
Library and Archives Canada,2020-21,facilities,1,natural gas,51773.54986,2.567297328
Library and Archives Canada,2020-21,facilities,2,electricity,45306.28113,0.108081575
National Battlefields Commission,2020-21,facilities,1,liquified petroleum gas,180.2476835,0.01099783
National Battlefields Commission,2020-21,facilities,1,natural gas,3841.685097,0.190508995
National Battlefields Commission,2020-21,facilities,2,electricity,4062.553076,0.001467033
National Defence,2020-21,facilities,1,aviation fuel,288110.3071,19.7898085
National Defence,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",303551.2754,21.60802338
National Defence,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",266177.5794,18.68812461
National Defence,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4000.095795,0.298788914
National Defence,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3405.405434,0.232173334
National Defence,2020-21,facilities,1,liquified petroleum gas,63216.0993,3.857136148
National Defence,2020-21,facilities,1,natural gas,5742527.06,282.2786888
National Defence,2020-21,facilities,2,district cooling,1078.999954,0.00427284
National Defence,2020-21,facilities,2,district heating,62097.99414,5.24870105
National Defence,2020-21,facilities,2,electricity,3135333.809,125.124997
National Defence,2020-21,fleet,1,aviation fuel,113.3369986,0.007645804
National Defence,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",140966.6778,10.07950298
National Defence,2020-21,fleet,1,fuels with renewable content,14920.21072,0.919205438
National Defence,2020-21,fleet,1,fuels with renewable content,6736.189811,0.461288871
National Defence,2020-21,fleet,1,fuels with renewable content,193.1658575,0.002715466
National Defence,2020-21,fleet,1,gasoline,89667.74186,5.935363952
National Defence,2020-21,fleet,1,liquified petroleum gas,650.5680566,0.039592883
National Research Council Canada,2020-21,facilities,1,aviation fuel,6376.101776,0.437963619
National Research Council Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",14350.71577,1.021543088
National Research Council Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1611.893567,0.113169853
National Research Council Canada,2020-21,facilities,1,liquified petroleum gas,5347.167537,0.326257938
National Research Council Canada,2020-21,facilities,1,natural gas,438079.9573,21.73887447
National Research Council Canada,2020-21,facilities,2,district cooling,8092.001099,0.014565598
National Research Council Canada,2020-21,facilities,2,district heating,39490.46564,3.33059967
National Research Council Canada,2020-21,facilities,2,electricity,428449.4215,9.291398232
National Research Council Canada,2020-21,fleet,1,aviation fuel,8781.296631,0.605680977
National Research Council Canada,2020-21,fleet,1,aviation fuel,23.49752259,0.001743773
National Research Council Canada,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",121.0547962,0.008655745
National Research Council Canada,2020-21,fleet,1,gasoline,1799.192505,0.119093695
Natural Resources Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8759.811769,0.62355932
Natural Resources Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",172.7375726,0.012127777
Natural Resources Canada,2020-21,facilities,1,liquified petroleum gas,1453.420944,0.088680621
Natural Resources Canada,2020-21,facilities,1,natural gas,262235.1484,13.0513331
Natural Resources Canada,2020-21,facilities,2,district cooling,247.4995859,0.000980099
Natural Resources Canada,2020-21,facilities,2,district heating,8723.718112,0.619568566
Natural Resources Canada,2020-21,facilities,2,electricity,162630.2493,4.96688259
Natural Resources Canada,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1061.532245,0.075902436
Natural Resources Canada,2020-21,fleet,1,fuels with renewable content,25.394959,0.001739027
Natural Resources Canada,2020-21,fleet,1,fuels with renewable content,7.403680682,0.000104079
Natural Resources Canada,2020-21,fleet,1,fuels with renewable content,2.200899124,0.000135593
Natural Resources Canada,2020-21,fleet,1,gasoline,4682.658861,0.30995858
Parks Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",30672.46301,2.183391511
Parks Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",13328.07579,0.935753929
Parks Canada,2020-21,facilities,1,liquified petroleum gas,43524.48493,2.655649801
Parks Canada,2020-21,facilities,1,natural gas,70921.19916,3.542618521
Parks Canada,2020-21,facilities,2,electricity,167219.8507,7.48332116
Parks Canada,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",56240.37112,3.993444978
Parks Canada,2020-21,fleet,1,fuels with renewable content,26291.66785,1.6197798
Parks Canada,2020-21,fleet,1,fuels with renewable content,23657.62097,1.62005526
Parks Canada,2020-21,fleet,1,gasoline,63017.8826,4.250669117
Public Health Agency of Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1241.225876,0.087145552
Public Health Agency of Canada,2020-21,facilities,1,natural gas,131287.1511,6.507205334
Public Health Agency of Canada,2020-21,facilities,2,electricity,74699.60149,0.046206115
Public Safety Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",736.1644974,0.051685535
Public Safety Canada,2020-21,facilities,1,natural gas,94084.21094,4.668089447
Public Safety Canada,2020-21,facilities,2,electricity,88332.0127,0.73610004
Public Services and Procurement Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",45818.60488,3.261556019
Public Services and Procurement Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",234.7177029,0.016479354
Public Services and Procurement Canada,2020-21,facilities,1,liquified petroleum gas,7778.306798,0.474594175
Public Services and Procurement Canada,2020-21,facilities,1,natural gas,930552.2003,46.24408517
Public Services and Procurement Canada,2020-21,facilities,2,district cooling,325689.1409,0.910298267
Public Services and Procurement Canada,2020-21,facilities,2,district heating,509510.8914,41.56128615
Public Services and Procurement Canada,2020-21,facilities,2,district heating,58775.50191,5.58367353
Public Services and Procurement Canada,2020-21,facilities,2,electricity,2521115.713,19.6148669
Public Services and Procurement Canada,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1862.111292,0.133146059
Public Services and Procurement Canada,2020-21,fleet,1,fuels with renewable content,56.13757515,0.000789165
Public Services and Procurement Canada,2020-21,fleet,1,fuels with renewable content,27.96496822,0.001722869
Public Services and Procurement Canada,2020-21,fleet,1,fuels with renewable content,13.97199011,0.00095679
Public Services and Procurement Canada,2020-21,fleet,1,gasoline,6427.464463,0.425452223
Royal Canadian Mounted Police,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",51370.43483,3.606680472
Royal Canadian Mounted Police,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",32755.92878,2.446720097
Royal Canadian Mounted Police,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",14266.64442,1.01555783
Royal Canadian Mounted Police,2020-21,facilities,1,liquified petroleum gas,12071.93431,0.736570338
Royal Canadian Mounted Police,2020-21,facilities,1,natural gas,339562.6377,16.62840096
Royal Canadian Mounted Police,2020-21,facilities,2,electricity,420913.9676,35.30599788
Royal Canadian Mounted Police,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2929.985432,0.209501823
Royal Canadian Mounted Police,2020-21,fleet,1,fuels with renewable content,564.0058622,0.034747343
Royal Canadian Mounted Police,2020-21,fleet,1,fuels with renewable content,233.605608,0.015997124
Royal Canadian Mounted Police,2020-21,fleet,1,gasoline,18068.79797,1.196025471
Shared Services Canada,2020-21,facilities,1,natural gas,4757.290619,0.236038121
Shared Services Canada,2020-21,facilities,2,electricity,51058.53625,0.425487749
Shared Services Canada,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",7.997041285,0.00057181
Shared Services Canada,2020-21,fleet,1,gasoline,3771.987335,0.249678597
Transport Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24266.7421,1.72740604
Transport Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4544.088161,0.31903696
Transport Canada,2020-21,facilities,1,liquified petroleum gas,3948.719221,0.240931474
Transport Canada,2020-21,facilities,1,natural gas,21631.3906,1.076148108
Transport Canada,2020-21,facilities,2,electricity,105152.9428,1.599379653
Transport Canada,2020-21,fleet,1,aviation fuel,118282.665,8.158425133
Transport Canada,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",486533.852,34.37745655
Transport Canada,2020-21,fleet,1,fuels with renewable content,158.0103487,0.002221259
Transport Canada,2020-21,fleet,1,gasoline,10240.81826,0.679539313
Transport Canada,2020-21,fleet,1,liquified petroleum gas,25.50742137,0.001552355
Agriculture and Agri-Food Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4807.377967,0.337522302
Agriculture and Agri-Food Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",36693.00637,2.611959058
Agriculture and Agri-Food Canada,2021-22,facilities,1,liquified petroleum gas,938.7478266,0.057277801
Agriculture and Agri-Food Canada,2021-22,facilities,1,natural gas,436252.1346,22.19988531
Agriculture and Agri-Food Canada,2021-22,facilities,2,district heating,58705.9707,4.456859802
Agriculture and Agri-Food Canada,2021-22,facilities,2,electricity,421984.3103,22.94774277
Agriculture and Agri-Food Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22097.89134,1.557057573
Agriculture and Agri-Food Canada,2021-22,fleet,1,fuels with renewable content,3597.203358,0.242875194
Agriculture and Agri-Food Canada,2021-22,fleet,1,fuels with renewable content,4281.034578,0.265163515
Agriculture and Agri-Food Canada,2021-22,fleet,1,gasoline,16559.40575,1.101397842
Agriculture and Agri-Food Canada,2021-22,fleet,1,liquified petroleum gas,8.413041115,0.000512009
Canada Border Services Agency,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1704.835736,0.119695242
Canada Border Services Agency,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8780.88296,0.625059508
Canada Border Services Agency,2021-22,facilities,1,liquified petroleum gas,2971.910655,0.181331415
Canada Border Services Agency,2021-22,facilities,1,natural gas,60683.1039,3.091727634
Canada Border Services Agency,2021-22,facilities,2,electricity,126720.8681,3.245339596
Canada Border Services Agency,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2548.150433,0.182199635
Canada Border Services Agency,2021-22,fleet,1,fuels with renewable content,68.78659487,0.00423781
Canada Border Services Agency,2021-22,fleet,1,fuels with renewable content,88.53777391,0.006063001
Canada Border Services Agency,2021-22,fleet,1,gasoline,57760.50041,3.825163514
Canada Revenue Agency,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",99.82512295,0.007137765
Canada Revenue Agency,2021-22,fleet,1,gasoline,1788.758713,0.118403062
Canadian Food Inspection Agency,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",350.0725288,0.026148817
Canadian Food Inspection Agency,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",743.5301216,0.052202701
Canadian Food Inspection Agency,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8349.527477,0.594353711
Canadian Food Inspection Agency,2021-22,facilities,1,liquified petroleum gas,3.184841633,0.000194323
Canadian Food Inspection Agency,2021-22,facilities,1,natural gas,187276.6682,9.543077214
Canadian Food Inspection Agency,2021-22,facilities,2,district heating,8354.372986,0.704273647
Canadian Food Inspection Agency,2021-22,facilities,2,electricity,100145.1504,6.609518851
Canadian Food Inspection Agency,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",764.0469856,0.053640337
Canadian Food Inspection Agency,2021-22,fleet,1,fuels with renewable content,160.7706117,0.009904771
Canadian Food Inspection Agency,2021-22,fleet,1,gasoline,44032.80476,2.915790071
Canadian Forces Morale and Welfare Services,2021-22,facilities,1,natural gas,6828.130119,0.344674481
Canadian Forces Morale and Welfare Services,2021-22,facilities,2,electricity,15956.30817,0.11080769
Canadian Space Agency,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",458.8508449,0.032215567
Canadian Space Agency,2021-22,facilities,1,natural gas,20642.46025,1.043774598
Canadian Space Agency,2021-22,facilities,2,electricity,48465.24604,0.208309034
Canadian Space Agency,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",61.10163871,0.004289677
Canadian Space Agency,2021-22,fleet,1,gasoline,105.2920193,0.007010913
Canadian Space Agency,2021-22,fleet,1,liquified petroleum gas,0.318908714,1.95E-05
Correctional Service Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10416.92658,0.731364599
Correctional Service Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",60909.30256,4.335774255
Correctional Service Canada,2021-22,facilities,1,liquified petroleum gas,6213.878297,0.379140346
Correctional Service Canada,2021-22,facilities,1,natural gas,1425339.995,72.40521774
Correctional Service Canada,2021-22,facilities,2,electricity,716637.0404,31.35916189
Correctional Service Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",921.5289383,0.065891847
Correctional Service Canada,2021-22,fleet,1,fuels with renewable content,14.00402272,0.000196864
Correctional Service Canada,2021-22,fleet,1,fuels with renewable content,87.14998007,0.005967959
Correctional Service Canada,2021-22,fleet,1,fuels with renewable content,166.6487064,0.01026691
Correctional Service Canada,2021-22,fleet,1,gasoline,25962.90686,1.718558899
Correctional Service Canada,2021-22,fleet,1,natural gas,0.000839037,4.75E-08
Crown-Indigenous Relations and Northern Affairs Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2448.190668,0.174272259
Crown-Indigenous Relations and Northern Affairs Canada,2021-22,facilities,2,electricity,839.9591847,0.179657914
Crown-Indigenous Relations and Northern Affairs Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",107.4314899,0.007681645
Crown-Indigenous Relations and Northern Affairs Canada,2021-22,fleet,1,gasoline,544.5298729,0.036043989
Employment and Social Development Canada,2021-22,fleet,1,gasoline,611.6951027,0.040489847
Environment and Climate Change Canada,2021-22,facilities,1,biomass,7495.079834,0
Environment and Climate Change Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",915.7291121,0.065185358
Environment and Climate Change Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",23378.06698,1.641605709
Environment and Climate Change Canada,2021-22,facilities,1,liquified petroleum gas,1586.07065,0.096774254
Environment and Climate Change Canada,2021-22,facilities,1,natural gas,122178.1045,6.179001192
Environment and Climate Change Canada,2021-22,facilities,2,electricity,99969.25299,2.489926301
Environment and Climate Change Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10837.61851,0.760900884
Environment and Climate Change Canada,2021-22,fleet,1,fuels with renewable content,85.74774054,0.005425721
Environment and Climate Change Canada,2021-22,fleet,1,fuels with renewable content,556.148777,0.038084627
Environment and Climate Change Canada,2021-22,fleet,1,gasoline,25714.35201,1.708212908
Fisheries and Oceans Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",241.8675232,0.018066404
Fisheries and Oceans Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3387.749462,0.237851352
Fisheries and Oceans Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",33029.30179,2.351161864
Fisheries and Oceans Canada,2021-22,facilities,1,liquified petroleum gas,10178.77246,0.621058757
Fisheries and Oceans Canada,2021-22,facilities,1,natural gas,88035.71453,4.486238704
Fisheries and Oceans Canada,2021-22,facilities,2,district heating,24554.14368,1.44869455
Fisheries and Oceans Canada,2021-22,facilities,2,electricity,245791.7485,13.15377964
Fisheries and Oceans Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",29439.6061,2.105011163
Fisheries and Oceans Canada,2021-22,fleet,1,fuels with renewable content,19.6658642,0.000276457
Fisheries and Oceans Canada,2021-22,fleet,1,fuels with renewable content,99.81927735,0.006149674
Fisheries and Oceans Canada,2021-22,fleet,1,fuels with renewable content,963.2808743,0.056977103
Fisheries and Oceans Canada,2021-22,fleet,1,gasoline,64782.24852,4.288120426
Fisheries and Oceans Canada,2021-22,fleet,1,liquified petroleum gas,2.379138887,0.000144792
Health Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",331.60031,0.023333447
Health Canada,2021-22,facilities,1,natural gas,34380.55682,1.738336785
Health Canada,2021-22,facilities,2,district cooling,32075.00018,0.062677587
Health Canada,2021-22,facilities,2,district heating,8192.999062,0.798817377
Health Canada,2021-22,facilities,2,district heating,75167.99676,6.096124454
Health Canada,2021-22,facilities,2,electricity,80140.5264,0.428835089
Health Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",102.3490963,0.007318238
Health Canada,2021-22,fleet,1,fuels with renewable content,18.3690505,0.001131682
Health Canada,2021-22,fleet,1,gasoline,3487.339294,0.230837051
"Immigration, Refugees and Citizenship Canada",2021-22,fleet,1,gasoline,314.895038,0.020843807
Indigenous Services Canada,2021-22,facilities,1,liquified petroleum gas,2.0247996,0.000123543
Indigenous Services Canada,2021-22,facilities,1,natural gas,58.72910213,0.002963028
Indigenous Services Canada,2021-22,facilities,2,electricity,8920.056543,0.051233356
Indigenous Services Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",659.1044922,0.047127789
Indigenous Services Canada,2021-22,fleet,1,fuels with renewable content,2.437920228,0.000150196
Indigenous Services Canada,2021-22,fleet,1,fuels with renewable content,127.3598614,0.001790385
Indigenous Services Canada,2021-22,fleet,1,gasoline,22423.07043,1.484438873
Indigenous Services Canada,2021-22,fleet,1,liquified petroleum gas,1.260438137,7.67E-05
"Innovation, Science and Economic Development Canada",2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",153.249781,0.010759551
"Innovation, Science and Economic Development Canada",2021-22,facilities,1,liquified petroleum gas,270.7449131,0.01651953
"Innovation, Science and Economic Development Canada",2021-22,facilities,1,natural gas,9300.393037,0.469470862
"Innovation, Science and Economic Development Canada",2021-22,facilities,2,electricity,8780.196277,0.060762553
"Innovation, Science and Economic Development Canada",2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",546.1755557,0.039053034
"Innovation, Science and Economic Development Canada",2021-22,fleet,1,fuels with renewable content,1.029344149,6.34E-05
"Innovation, Science and Economic Development Canada",2021-22,fleet,1,fuels with renewable content,2.637301106,3.71E-05
"Innovation, Science and Economic Development Canada",2021-22,fleet,1,fuels with renewable content,20.43402308,0.001208652
"Innovation, Science and Economic Development Canada",2021-22,fleet,1,gasoline,4558.159608,0.301717614
Library and Archives Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",46.86479479,0.003290342
Library and Archives Canada,2021-22,facilities,1,natural gas,52555.27955,2.657252023
Library and Archives Canada,2021-22,facilities,2,electricity,46078.34088,0.090660973
National Battlefields Commission,2021-22,facilities,1,liquified petroleum gas,249.3288498,0.015212816
National Battlefields Commission,2021-22,facilities,1,natural gas,3721.359167,0.188335259
National Battlefields Commission,2021-22,facilities,2,electricity,4407.479868,0.00183645
National Defence,2021-22,facilities,1,aviation fuel,289136.8237,19.86031659
National Defence,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2197.461144,0.149818271
National Defence,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4034.609467,0.301366877
National Defence,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",29733.26777,2.087550151
National Defence,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",492773.8613,35.07766331
National Defence,2021-22,facilities,1,liquified petroleum gas,64885.96612,3.959024369
National Defence,2021-22,facilities,1,natural gas,5915133.063,295.7903629
National Defence,2021-22,facilities,2,district cooling,703.0001602,0.0015466
National Defence,2021-22,facilities,2,district heating,63683.99609,5.527773254
National Defence,2021-22,facilities,2,electricity,3148023.202,119.4465966
National Defence,2021-22,fleet,1,aviation fuel,101.2983963,0.006987925
National Defence,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",182312.6866,13.03351643
National Defence,2021-22,fleet,1,fuels with renewable content,590.0773907,0.008295119
National Defence,2021-22,fleet,1,fuels with renewable content,7181.865399,0.491808546
National Defence,2021-22,fleet,1,fuels with renewable content,18473.40117,1.138111453
National Defence,2021-22,fleet,1,gasoline,110391.2848,7.308024955
National Defence,2021-22,fleet,1,liquified petroleum gas,797.4675159,0.048533021
National Research Council Canada,2021-22,facilities,1,aviation fuel,6289.971252,0.432047325
National Research Council Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",856.3114115,0.060120971
National Research Council Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12951.98038,0.921975178
National Research Council Canada,2021-22,facilities,1,liquified petroleum gas,4731.18132,0.288673501
National Research Council Canada,2021-22,facilities,1,natural gas,468039.2452,23.63636184
National Research Council Canada,2021-22,facilities,2,district cooling,9581.996582,0.017247599
National Research Council Canada,2021-22,facilities,2,district heating,38648.00186,3.341193733
National Research Council Canada,2021-22,facilities,2,electricity,465190.4386,7.57370659
National Research Council Canada,2021-22,fleet,1,aviation fuel,12459.58905,0.859387138
National Research Council Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",34.31678581,0.002453744
National Research Council Canada,2021-22,fleet,1,gasoline,1708.734177,0.11310606
Natural Resources Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",126.1446934,0.008856525
Natural Resources Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",7335.56073,0.522175295
Natural Resources Canada,2021-22,facilities,1,liquified petroleum gas,1181.846094,0.072110462
Natural Resources Canada,2021-22,facilities,1,natural gas,262874.0321,13.3111438
Natural Resources Canada,2021-22,facilities,2,district cooling,587.0800051,0.001291576
Natural Resources Canada,2021-22,facilities,2,district heating,11896.90974,0.902580626
Natural Resources Canada,2021-22,facilities,2,electricity,166230.7499,4.601228216
Natural Resources Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2127.474246,0.152120189
Natural Resources Canada,2021-22,fleet,1,fuels with renewable content,8.687152164,0.000122121
Natural Resources Canada,2021-22,fleet,1,fuels with renewable content,15.83293776,0.000975437
Natural Resources Canada,2021-22,fleet,1,fuels with renewable content,163.38427,0.011188426
Natural Resources Canada,2021-22,fleet,1,gasoline,9145.246843,0.605350062
Parks Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",13121.32399,0.921238381
Parks Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",38138.13919,2.714828962
Parks Canada,2021-22,facilities,1,liquified petroleum gas,49404.37424,3.014411908
Parks Canada,2021-22,facilities,1,natural gas,91592.01327,4.687472678
Parks Canada,2021-22,facilities,2,electricity,187871.2219,8.901555175
Parks Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",66778.87006,4.748258167
Parks Canada,2021-22,fleet,1,fuels with renewable content,27828.04761,1.90564183
Parks Canada,2021-22,fleet,1,fuels with renewable content,39992.27295,2.463848969
Parks Canada,2021-22,fleet,1,gasoline,78122.6799,5.266149548
Public Health Agency of Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",83.45876741,0.005940937
Public Health Agency of Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1290.334454,0.090593414
Public Health Agency of Canada,2021-22,facilities,1,natural gas,140021.5837,7.046520031
Public Health Agency of Canada,2021-22,facilities,2,electricity,76716.57101,0.042808769
Public Safety Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1383.549324,0.097137952
Public Safety Canada,2021-22,facilities,1,natural gas,97717.7876,4.932656952
Public Safety Canada,2021-22,facilities,2,electricity,87953.23389,0.610786163
Public Safety Canada,2021-22,fleet,1,gasoline,151.5461969,0.01003127
Public Services and Procurement Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",144.1968334,0.01012395
Public Services and Procurement Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",64498.90989,4.59129741
Public Services and Procurement Canada,2021-22,facilities,1,liquified petroleum gas,17290.64837,1.054990567
Public Services and Procurement Canada,2021-22,facilities,1,natural gas,922102.8447,46.68198551
Public Services and Procurement Canada,2021-22,facilities,2,district cooling,335091.0758,0.578204651
Public Services and Procurement Canada,2021-22,facilities,2,district heating,61174.5802,5.964519238
Public Services and Procurement Canada,2021-22,facilities,2,district heating,505765.4122,42.41712352
Public Services and Procurement Canada,2021-22,facilities,2,electricity,2499152.407,17.63697459
Public Services and Procurement Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2069.941555,0.148006426
Public Services and Procurement Canada,2021-22,fleet,1,fuels with renewable content,9.910821147,0.000610587
Public Services and Procurement Canada,2021-22,fleet,1,fuels with renewable content,15.7956894,0.001081677
Public Services and Procurement Canada,2021-22,fleet,1,fuels with renewable content,24.82581311,0.000348993
Public Services and Procurement Canada,2021-22,fleet,1,gasoline,7403.003036,0.490025915
Royal Canadian Mounted Police,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2159.855352,0.161331327
Royal Canadian Mounted Police,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",18446.78526,1.313117842
Royal Canadian Mounted Police,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",45646.48499,3.20480498
Royal Canadian Mounted Police,2021-22,facilities,1,liquified petroleum gas,49987.47017,3.049990435
Royal Canadian Mounted Police,2021-22,facilities,1,natural gas,322557.7728,16.32078317
Royal Canadian Mounted Police,2021-22,facilities,2,electricity,442096.9734,30.6692561
Royal Canadian Mounted Police,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4440.755774,0.31752621
