Federal organization,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (kt)
"Innovation, Science and Economic Development Canada",2019-20,facilities,2,electricity,11211.60605,0.090315712
"Innovation, Science and Economic Development Canada",2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2396.694825,0.171370274
"Innovation, Science and Economic Development Canada",2019-20,fleet,1,fuels with renewable content,17.72909373,0.001092256
"Innovation, Science and Economic Development Canada",2019-20,fleet,1,fuels with renewable content,84.87748958,0.00502042
"Innovation, Science and Economic Development Canada",2019-20,fleet,1,gasoline,11174.63642,0.739681197
Library and Archives Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20.87349457,0.001465513
Library and Archives Canada,2019-20,facilities,1,natural gas,50162.00561,2.487377809
Library and Archives Canada,2019-20,facilities,2,electricity,46077.56741,0.111549365
National Battlefields Commission,2019-20,facilities,1,liquified petroleum gas,139.1796265,0.008492063
National Battlefields Commission,2019-20,facilities,1,natural gas,3094.927361,0.153477273
National Battlefields Commission,2019-20,facilities,2,electricity,4485.200445,0.001619655
National Defence,2019-20,facilities,1,aviation fuel,303488.8206,20.8461378
National Defence,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4741.575547,0.323270587
National Defence,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",113046.7262,8.444073332
National Defence,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",246879.3561,17.57388181
National Defence,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",291607.3645,20.47352381
National Defence,2019-20,facilities,1,liquified petroleum gas,74278.35989,4.532101146
National Defence,2019-20,facilities,1,natural gas,6158199.646,302.17983
National Defence,2019-20,facilities,2,district cooling,619.0001411,0.002451239
National Defence,2019-20,facilities,2,district heating,50671.00195,4.282855957
National Defence,2019-20,facilities,2,electricity,3315635.072,136.5298355
National Defence,2019-20,fleet,1,aviation fuel,92.1161707,0.006353623
National Defence,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",213154.4641,15.24112121
National Defence,2019-20,fleet,1,fuels with renewable content,232.3458382,0.003266243
National Defence,2019-20,fleet,1,fuels with renewable content,10107.28707,0.692139332
National Defence,2019-20,fleet,1,fuels with renewable content,34855.06514,2.147354312
National Defence,2019-20,fleet,1,gasoline,139815.2646,9.254769886
National Defence,2019-20,fleet,1,liquified petroleum gas,879.4210358,0.053520633
National Defence,2019-20,fleet,1,natural gas,0.004093798,2.32E-07
National Research Council Canada,2019-20,facilities,1,aviation fuel,3379.575836,0.232137405
National Research Council Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1298.714536,0.09118179
National Research Council Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",14217.40845,1.01205328
National Research Council Canada,2019-20,facilities,1,liquified petroleum gas,4543.218643,0.277204878
National Research Council Canada,2019-20,facilities,1,natural gas,457716.4853,22.71301977
National Research Council Canada,2019-20,facilities,2,district cooling,9265.137451,0.023440802
National Research Council Canada,2019-20,facilities,2,district heating,41159.42654,3.464116081
National Research Council Canada,2019-20,facilities,2,electricity,458316.3737,9.889841873
National Research Council Canada,2019-20,fleet,1,aviation fuel,45.45310307,0.003373118
National Research Council Canada,2019-20,fleet,1,aviation fuel,13588.2832,0.937238068
National Research Council Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",147.991231,0.010581773
National Research Council Canada,2019-20,fleet,1,fuels with renewable content,1803.15657,0.111089081
National Research Council Canada,2019-20,fleet,1,gasoline,1143.14579,0.075668037
Natural Resources Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",92.45925687,0.006491494
Natural Resources Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9666.93457,0.688132097
Natural Resources Canada,2019-20,facilities,1,liquified petroleum gas,1228.171241,0.074936979
Natural Resources Canada,2019-20,facilities,1,natural gas,248786.5138,12.38119949
Natural Resources Canada,2019-20,facilities,2,district cooling,186.5929794,0.000738908
Natural Resources Canada,2019-20,facilities,2,district heating,11906.03187,0.832790323
Natural Resources Canada,2019-20,facilities,2,electricity,171775.6193,5.20075744
Natural Resources Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2051.041686,0.146655095
Natural Resources Canada,2019-20,fleet,1,fuels with renewable content,15.39275338,0.000948318
Natural Resources Canada,2019-20,fleet,1,fuels with renewable content,15.87468755,0.000223161
Natural Resources Canada,2019-20,fleet,1,fuels with renewable content,97.53653921,0.006679225
Natural Resources Canada,2019-20,fleet,1,gasoline,9935.766899,0.657676832
Parks Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",15129.5807,1.062236484
Parks Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",44879.67342,3.194719376
Parks Canada,2019-20,facilities,1,liquified petroleum gas,47368.73538,2.890207437
Parks Canada,2019-20,facilities,1,natural gas,100664.6023,5.033780557
Parks Canada,2019-20,facilities,2,electricity,204559.3748,12.32887741
Parks Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",70684.97578,5.016169018
Parks Canada,2019-20,fleet,1,fuels with renewable content,28342.01636,1.940839325
Parks Canada,2019-20,fleet,1,fuels with renewable content,32477.27295,2.000863861
Parks Canada,2019-20,fleet,1,gasoline,81685.10962,5.480412777
Parks Canada,2019-20,fleet,1,liquified petroleum gas,50.37348747,0.003065677
Public Health Agency of Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1086.570679,0.076287339
Public Health Agency of Canada,2019-20,facilities,1,natural gas,137148.5693,6.797717531
Public Health Agency of Canada,2019-20,facilities,2,electricity,74260.39278,0.047617846
Public Safety Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1433.798401,0.100665927
Public Safety Canada,2019-20,facilities,1,natural gas,61804.00732,3.06647287
Public Safety Canada,2019-20,facilities,2,electricity,86237.2002,0.694688416
Public Services and Procurement Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",725.9766278,0.050970257
Public Services and Procurement Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",39793.16051,2.832640249
Public Services and Procurement Canada,2019-20,facilities,1,liquified petroleum gas,7110.243284,0.43383218
Public Services and Procurement Canada,2019-20,facilities,1,natural gas,970639.1296,48.2257859
Public Services and Procurement Canada,2019-20,facilities,2,district cooling,301895.0924,1.216644162
Public Services and Procurement Canada,2019-20,facilities,2,district heating,53433.33655,5.410659142
Public Services and Procurement Canada,2019-20,facilities,2,district heating,461522.5832,37.8029226
Public Services and Procurement Canada,2019-20,facilities,2,electricity,2624579.326,20.08184615
Public Services and Procurement Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2095.411709,0.149827651
Public Services and Procurement Canada,2019-20,fleet,1,fuels with renewable content,19.6557389,0.001210952
Public Services and Procurement Canada,2019-20,fleet,1,fuels with renewable content,53.26554573,0.003647581
Public Services and Procurement Canada,2019-20,fleet,1,fuels with renewable content,98.1043455,0.00137912
Public Services and Procurement Canada,2019-20,fleet,1,gasoline,9033.898079,0.59797964
Royal Canadian Mounted Police,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",21168.57092,1.506865928
Royal Canadian Mounted Police,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",35878.24194,2.679942169
Royal Canadian Mounted Police,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",52898.90058,3.713991974
Royal Canadian Mounted Police,2019-20,facilities,1,liquified petroleum gas,28150.72819,1.717619849
Royal Canadian Mounted Police,2019-20,facilities,1,natural gas,555319.0142,27.69315721
Royal Canadian Mounted Police,2019-20,facilities,2,electricity,464987.4991,41.47176829
Royal Canadian Mounted Police,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3071.488258,0.219619679
Royal Canadian Mounted Police,2019-20,fleet,1,fuels with renewable content,155.8399782,0.0106718
Royal Canadian Mounted Police,2019-20,fleet,1,fuels with renewable content,749.7890682,0.046193072
Royal Canadian Mounted Police,2019-20,fleet,1,gasoline,31979.83752,2.116836823
Shared Services Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",239.9494534,0.016846677
Shared Services Canada,2019-20,facilities,1,natural gas,2315.495438,0.11488579
Shared Services Canada,2019-20,facilities,2,electricity,22911.82996,0.184567572
Shared Services Canada,2019-20,fleet,1,gasoline,10207.53436,0.675665932
Transport Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1240.489647,0.092658963
Transport Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",6174.235289,0.433488489
Transport Canada,2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",23810.71373,1.694944574
Transport Canada,2019-20,facilities,1,liquified petroleum gas,3750.683871,0.228848299
Transport Canada,2019-20,facilities,1,natural gas,20519.55509,1.021734421
Transport Canada,2019-20,facilities,2,electricity,89011.39872,1.501245231
Transport Canada,2019-20,fleet,1,aviation fuel,126344.574,8.714491676
Transport Canada,2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",512378.0677,36.20516601
Transport Canada,2019-20,fleet,1,fuels with renewable content,151.8093753,0.002134089
Transport Canada,2019-20,fleet,1,gasoline,18116.38082,1.204002614
Transport Canada,2019-20,fleet,1,liquified petroleum gas,17.33735633,0.001055133
Agriculture and Agri-Food Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",36139.90404,2.572587358
Agriculture and Agri-Food Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4313.6531,0.302858313
Agriculture and Agri-Food Canada,2020-21,facilities,1,liquified petroleum gas,987.5202761,0.060253659
Agriculture and Agri-Food Canada,2020-21,facilities,1,natural gas,429529.421,21.43641654
Agriculture and Agri-Food Canada,2020-21,facilities,2,district heating,56905.98462,4.809855659
Agriculture and Agri-Food Canada,2020-21,facilities,2,electricity,383631.6666,20.82792527
Agriculture and Agri-Food Canada,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20210.20599,1.425270535
Agriculture and Agri-Food Canada,2020-21,fleet,1,fuels with renewable content,2685.044042,0.181214264
Agriculture and Agri-Food Canada,2020-21,fleet,1,fuels with renewable content,2239.748634,0.139630714
Agriculture and Agri-Food Canada,2020-21,fleet,1,gasoline,12459.04303,0.829720811
Agriculture and Agri-Food Canada,2020-21,fleet,1,liquified petroleum gas,10.17461608,0.000619217
Canada Border Services Agency,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8962.752213,0.638005446
Canada Border Services Agency,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2929.919719,0.205707391
Canada Border Services Agency,2020-21,facilities,1,liquified petroleum gas,3939.226144,0.240352206
Canada Border Services Agency,2020-21,facilities,1,natural gas,63911.46901,3.187890803
Canada Border Services Agency,2020-21,facilities,2,electricity,124076.8758,3.207702854
Canada Border Services Agency,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2457.174791,0.175694674
Canada Border Services Agency,2020-21,fleet,1,fuels with renewable content,190.661924,0.013056383
Canada Border Services Agency,2020-21,fleet,1,fuels with renewable content,42.35885549,0.002609649
Canada Border Services Agency,2020-21,fleet,1,gasoline,49468.26528,3.274446115
Canada Border Services Agency,2020-21,fleet,1,liquified petroleum gas,2.733479217,0.000166357
Canada Revenue Agency,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",74.17943043,0.005304032
Canada Revenue Agency,2020-21,fleet,1,gasoline,1597.924776,0.105771236
Canadian Food Inspection Agency,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9340.318932,0.664882288
Canadian Food Inspection Agency,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",889.5248795,0.066443454
Canadian Food Inspection Agency,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",460.4196115,0.032325715
Canadian Food Inspection Agency,2020-21,facilities,1,liquified petroleum gas,763.8763115,0.04660796
Canadian Food Inspection Agency,2020-21,facilities,1,natural gas,186654.2484,9.328874996
Canadian Food Inspection Agency,2020-21,facilities,2,district heating,9929.898071,0.824181953
Canadian Food Inspection Agency,2020-21,facilities,2,electricity,95185.27172,5.93533904
Canadian Food Inspection Agency,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",781.0904579,0.054836889
Canadian Food Inspection Agency,2020-21,fleet,1,fuels with renewable content,149.5256984,0.009211994
Canadian Food Inspection Agency,2020-21,fleet,1,fuels with renewable content,2.953423098,4.15E-05
Canadian Food Inspection Agency,2020-21,fleet,1,gasoline,35943.58208,2.380419607
Canadian Forces Morale and Welfare Services,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",56.30100831,0.003952851
Canadian Forces Morale and Welfare Services,2020-21,facilities,1,natural gas,6360.878621,0.315601738
Canadian Forces Morale and Welfare Services,2020-21,facilities,2,electricity,17287.35902,0.14406132
Canadian Space Agency,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",633.3184304,0.0444648
Canadian Space Agency,2020-21,facilities,1,natural gas,19045.46072,0.944623806
Canadian Space Agency,2020-21,facilities,2,electricity,48073.47645,0.160425266
Canadian Space Agency,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",56.55040002,0.003970155
Canadian Space Agency,2020-21,fleet,1,gasoline,38.95654227,0.002678723
Correctional Service Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",61040.72955,4.345129765
Correctional Service Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12054.461,0.846334601
Correctional Service Canada,2020-21,facilities,1,liquified petroleum gas,7378.136493,0.450177696
Correctional Service Canada,2020-21,facilities,1,natural gas,1436427.176,71.47184287
Correctional Service Canada,2020-21,facilities,2,electricity,739737.8607,34.30693483
Correctional Service Canada,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1071.764313,0.076634048
Correctional Service Canada,2020-21,fleet,1,fuels with renewable content,43.2087369,0.002662009
Correctional Service Canada,2020-21,fleet,1,fuels with renewable content,23.59598243,0.001615834
Correctional Service Canada,2020-21,fleet,1,gasoline,23836.97888,1.577838043
Crown-Indigenous Relations and Northern Affairs Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2378.680289,0.169324244
Crown-Indigenous Relations and Northern Affairs Canada,2020-21,facilities,2,electricity,981.9721509,0.23185444
Crown-Indigenous Relations and Northern Affairs Canada,2020-21,fleet,1,gasoline,259.4788437,0.017175643
Employment and Social Development Canada,2020-21,fleet,1,gasoline,505.533638,0.033462719
Environment and Climate Change Canada,2020-21,facilities,1,biomass,6935.955101,0
Environment and Climate Change Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24090.99958,1.692524799
Environment and Climate Change Canada,2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1614.029827,0.11489327
Environment and Climate Change Canada,2020-21,facilities,1,liquified petroleum gas,1600.103665,0.097630484
Environment and Climate Change Canada,2020-21,facilities,1,natural gas,117781.2149,5.823534689
Environment and Climate Change Canada,2020-21,facilities,2,electricity,103124.5871,2.979222394
Environment and Climate Change Canada,2020-21,fleet,1,aviation fuel,63.7084837,0.004376027
Environment and Climate Change Canada,2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8874.656991,0.634459388
Environment and Climate Change Canada,2020-21,fleet,1,fuels with renewable content,471.6724548,0.032299752
